comment_text,is_toxic
bourasque fuck idiot Nice help,1
Sure thing boss,0
кучей не по 1,1
3 it is this round :D,0
we cannot hit the T30 if he stays behind that rock,0
co za kasztan,0
su 130,0
kill LT 432 or lost,0
молотчик,0
idiot Lowe,1
the end,0
too,0
you pee on unspotted tanks while they can spot u,0
im going cap,0
gj lights,0
и что???,0
"я украниец, долбаебище) А ты хохлопидр криворукий",0
holy fuck this gun wont work,1
camp for life noobs,1
go back guys,0
nice t56,0
very noobs,1
not dead?,0
you are so fucking stupid,1
больше заработаем,0
char and prog,0
Hummel hit me,0
OMG!,0
MOVE TYPE 4 idiot,1
skoda push,0
bour went around,0
gj imbecil,1
BRO,0
gg men,0
dorry,0
aaaaaaaaaaaaaaaaa,0
heavy braindamage,1
T92 HMC hit me,0
he is afk :D,0
playing meds,0
we have assault,0
:)P,0
not fair,0
hahahahha blind got him,0
GREAT,0
but ur so adament u cant move u forced me to go after him,0
gg camper no push f team,1
eww,0
lhmtv wtf,1
oh you found your W key?,0
"comanderFreeksel[THUMB] (T-44-100), you are on my line of fire! Get off!",0
report our clicker bot,1
gj B-C arty,0
but m103 uninstal plsw,1
i mightve missed the vz,0
PING...,0
proget ?,0
E100 might wanna try english bruh,0
Hidex,0
дура,1
all you need is 1 shot to reset,0
hit*,0
No choice buy the blimp,0
fuckw,0
you are the same as bz,0
i dont even leave the base :p,0
ary di,0
pls no push or wait,0
we layed down some fire on west map lol,0
becouse they come from other side,0
bruh get off me,0
tiger wth,0
гору?,0
кари там же,0
whats the best line to go down from this tank?,0
ill spot,0
5 heat missed,0
oh well,0
Можно я тебя малёлечкой называть буду?,0
on begin 6 vs 3 on hill and only fu fear no 1 *****,1
fuckind &lt;50% winrate noobshits,1
co za boty,1
and the bc dead,1
only wait e,0
Thanks Jeff &lt;3,0
why bz,0
...and again Garde goes into sleep-mode...,0
pizza or pasta for breakfast,0
its not fair,0
ebr report,0
thanx for help arkia,0
сам урод,1
shoiw iot,0
cap now,0
打哪里,0
bunch of hide and camp clown players,1
big blb all,0
REALLY?!?!?!,0
fuckin CUNTS,1
pidarmoti,1
TOMATO TEAM,1
LAG,0
on asia server still 10 x10 1000 players wtf,1
HE IS NBLOCKING ME ON THE WALL,0
of course!,0
should have gone with me,0
and over 5k spot on proko,0
go there its realy better for fight,0
Меня засветили в J6!,0
obj274 ?,0
я с вас в шоке,0
14 лохов,0
i kill arty,0
i will outspot them,0
bro you'r not in T3 :) go spot bro,0
make a line,0
t X fu.. id..ts,1
why all left ???,0
am watching u my eyes,0
EBR what the hell do you spot braindead?&quot;,1
logistyka inżynier,0
yup...,0
ису афк,0
stpot,0
он кд,0
PING,0
modd,0
clueless,0
move ur ass AMBT,1
1D1OT,1
lmfao,0
fking idiot,1
strv and cs63 on north,0
We should be able to get hill,0
I knowLOL,0
gg shits,1
vgg,0
arty please kill theirs,0
noobs',1
tl cap,0
SAME PAJACE,0
oke płacz dalej,0
wtf man,1
SUB APES,1
no you not good you are trash XDDD:P,1
немощный америкос,1
thx u2,0
you are heavy tank,0
skoda bisconte,0
./....,0
ELC ty ****** zabrzdeny skurveny,1
dmg?,0
a spiedalaj na szaw,0
"bro, u has 42% winrate xd",1
ok no,0
what did i do?,0
cs 59????,0
BZ and char bot report,1
chill buddy,0
nice guys,0
¡¡Coño!! ¡¡me han visto!! Spotted at C7!,0
арта жжот,0
boosting?,0
can u take fingers from the ass and shot?,1
wtf dude,1
gj from def to atack,0
No arty,0
if you just did that 5min ago,0
this grille is a moron,1
vedel som ze pehra,0
rip me,1
10k block map XD,0
LOWE,0
WWWWWWWWWDWWWWWWWWWWWWWWWWWWWWWWWWWWWWW,0
good luck lads,0
fk you,1
una scimmia mi ha spottato in D7!,0
surtop su,0
wtf u doing?,1
spot there fast pls,0
now officialy im a heavy,0
imma go back,1
report obj 780,0
go for kills,0
strv middle,0
fk idiots thgx for play for fun mothr fuckers,1
emil is oneshot?,0
buce,0
he is on...,0
thats whay i said XD,0
m48 USELESS,1
you played it well team,0
he in A0 or something?,0
925 velocity :(,0
let me kill him,0
I missed,0
7000 насветил,0
spot elc,0
arty ready,0
only *** play that line,1
fucking noob team,1
leo sspotted me in the gap,0
중형새기들 뒤에서 좆격만 하네,1
was on my way to rush him :(,0
goood work team,1
fucking animal,1
well almost,0
idiots team,1
"sorry, just a beginner with arty",0
hahahhaha T44,0
mid is fucked,1
блин ну что за идиоты,0
m60 here,0
hes on the hill where the arty just shot,0
spot for us maybe,0
3rd mark done!,0
spot the mediums,0
стоять втикають,0
boursqu mov espottt,0
Buy More Tanks... WG Loves you...,1
look map kids idiots,1
"WZ, Mates wait of ur spots",0
GJ T26,0
tx fagots for helping,1
fking debil team thx for support,1
fck this game,1
arrty gooo,0
stay at the beginnig hterre,0
i cant shot,0
GET ME BACK ... A LITLE,0
Что-то плохо отыграл в этот раз...,0
try to kill the artys,0
3 mark on arty is bullshit,0
arty wait,0
report kpz 07 4 be asshole !!!!,1
say something about arty,0
deszcze nie spokojne potargaly sad a ja musze tym zlomem dzisiaj grac,0
pussy party in Ho,1
pew pew canion :(,0
12 move over,0
is6 wth????,0
you8 too,0
can i?,0
can I arty? MISSION,0
pissing about doing nothing,1
3 big pusys .. . on D row,1
rip is3,1
cunts,1
omg t29 really ?,0
thx gj mf,0
*** elc,0
told you not to go there...,0
Засвет в квадрате H3!!!,0
fu camper,1
I've been spotted in G10!,0
do you have balls?,1
if it kills my 2k rig i kill their faces,0
直接包饺子,0
not gonna hapen,0
бабаху),0
this thing is too shit to warrant effort,1
try i push,0
this game is so trash,1
its over,0
gj lt,0
spierdalaj,0
realy???,0
hit e75,0
HappyPancake,0
cap and wait,0
stfu use HP chiken camper,1
nice pos,0
come on scout,1
spottttttttt,0
banda zmrdú,0
welp i took the eyes out,0
those two,0
GRILLE 15 REPORTED,0
lucky^^,0
EZ KOOLO,0
делай как я,0
and he's a scout,0
FUCK YOU,1
poha,0
i didnt mean to,0
spot !!!,0
thx t95,0
niekas nice spot hah,0
im on my side,0
I've been spotted in G2!,0
bis !,0
so litle dpm,1
cupola,0
mmmmmmmmmm,0
the desired gangbang,0
gg loser shits,1
taking spotting equip for forest,0
foch,0
мой пидор твой рот шатал,1
rybizku ty si lopata,1
why did you miss,0
arty obt 257,0
xDDDDDD,0
colonne 0,0
realy only idots,1
farming,0
vui ma,0
veni a hacer soporte al amx,0
i will follow,0
not safe,0
fucking map,1
nobs,1
Im spotted at J9!,0
I hit him twice,0
i go,0
skorpion... move it,0
"lol, after 100k EXP FIRST TIME crap prince at top xD",0
sta totaly useless,1
so fucking boring to play with fucktards,1
животное анскильное,1
удачи ребят бог есть вы вечны проверил,0
campers either shit or get off the pot and do something,0
Real tanks suck,1
their,0
all at the same time,0
careful... grille = maybe onehit... and bishop = fast shoting,0
Ups! Im Spotted at D2!,0
105 ти в гараж:),0
like pick one for christmas or?,0
every,0
where leo?,0
"we know, that's why we need you to be a HT duh",0
bah flipped,0
char in the south,0
мені пезда,1
fuck bishop,1
skoda hill],0
welcome to wot :D,0
i go spot in the middle,0
долбаеб,1
but we know what assuming does if we‘re wrong,0
?),0
expected,0
double boom,0
nomnonomnomnom,0
ахаххаха,0
vamos a ganar putarraqcos,0
after reload ill go for flank,0
GJ WE WON,0
ikv did you find something in the bush?,0
amx some help?,0
uff xd,0
277 moron spot,1
for mission,0
viva bot,0
I am spotted at K1!,0
crush all fasciste americain,1
tortoise..,0
bot reported,1
REPORT AMX,0
MIGHT THINK ABOUT KILLING THAT SCOUT SOMETIME TODAY,1
туда,0
cap cap cap,0
ясноэ,0
artileurbfey,0
to many idiots,1
find arty e25,0
tiger II never spottet,0
mother,0
stb1 idiot,1
whats the plan?,0
m2y,0
lagging,0
lt idiot,1
*** GO MAN,0
going to let me move yet 54?,1
K1*,1
6.4k spot nice,0
just kill,0
why alll one side,0
kranvagn?,0
we lose hellcat,0
atck delete idiot,1
whori,1
hope you will like it,0
we do stioll have 2 afk Tier Xs in base,0
ad,0
you are not able spot TD without camo,0
DON‘T ALL SIT IN THE FREAKING CORNER,1
brainless -_-,1
bz report,0
every kid with 2 gunmarks on char,0
сука как он просветил меня,1
idiotz,1
go 4 10k,0
skorpion u got full hp,0
87,0
а їбать де лт,1
get down amx,0
нахуй эту помойку,1
tIGER LOL,1
stop camping,1
they are looking at me..,0
use he,0
pray TO Allah,0
5242 настрелял,0
nice job guys,0
he come,0
низкий поклон,0
i will report,0
clickers*,1
...I...,0
now watch,0
bisonte idiot,1
all or nothing,0
8k xd,0
WZ 111,0
watch out ofr blobs of seaweed,0
щя постучу им в бутку,0
Uninstall this game and play with dolls poor noob!!!,1
all these poor setters...,1
sorry not sorry,0
DUIMBASS,1
and now dead,1
what a piece of crap team,1
look mini map,0
now &lt;you arty ;D,0
\куда ТТ ?,0
cs??,0
please A0 NOT K1!!!,0
gg all,0
and sftu :),1
he stole my kill,0
Come in the base,0
valeu,0
yes u are right,0
іегзшв,0
"great, now, you are alone",0
no progetto go here,0
dann laden wir mal die krassen 208 PenXD,0
highroll,0
take hill or go home,0
You try ;),0
STUPOID IDIOTS,1
xdd\,0
LOST!,0
camping behind me what a play,0
on k line,0
omg char,0
Im Spotted at B2!,0
absolute shit,1
you‘re full hp,0
both of you stfu up we havent won yet,1
????????,0
need eyees on 152,0
noob sdpotter,1
they have e 25,0
he is reload,0
stipid,1
vk ty kurwa debilu,1
fucking moron,1
going after their kv2,0
113б,0
can some meds come with me ?,0
vk there,0
1k dmg,0
m12?,0
man game already over when im there XD,0
enjoy your horrible play,0
gg 2 little cocksuckers,1
ok. u lead,0
instead of helping me he went hill,0
all left side,0
im not wrong,0
arty just need one lucky hit and it will be a draw,0
conway 我身上有迷彩嗎?,0
Danke Team@,0
cleverly.....,0
got him,0
мда,0
"aa, you are dead, thats why",0
or hide behind centurion,0
many times,0
VK get in the fight,0
lol gg IX next loss,0
very hard when a Cromwell and T78 are spotting,0
AT and scorp there.,0
2 mins,0
mongo team,1
get spotted,0
what are we doing?,0
430u did u get lit,0
wish it was given more turret armor tho,0
amx flip me pls,0
pathetic,1
WP,0
see the numbers enemys,0
if we get rid of enemy light it will be easier,0
hjurensohn,0
y fkn kid loser....delete and play in youre sandbox,1
ikv ?,0
gg elc,0
63 + kari,0
his gun is accurate he can snap ur cupola,0
wtf dooing back &gt;?,1
help heavy no?,0
STRV MOVE,0
winnable,0
just keep him saying whits :),0
maybe a CC...,0
well the rest of you do something,0
you have to restart cap guys\,0
nobbwz,1
бота киньте стрв,0
куда поехали,0
WP TEAM,0
gG,0
i trid,0
WHAT A S.HIT ARTY IS THIS,1
мамка твоя сходила и даунина родилась,1
it sucks,1
omg 2v6,0
well hello again xd,0
valentine go rush their arties,0
lucky,0
let me go you support,0
he was afk,0
BC pls,0
go cap idiot,1
arti halllooo,0
theyre TDs with a shell arc,0
trgra5 stopp shooting your team,0
"you were a scout, you spent most of the game hiding in the rear. Even I advanced before you did",0
gg bour,0
Leo pt aim pls,0
no i chuj,0
i pushed first,0
last shoot from k9,0
907 idiot,1
ez game ez win T95 bedzie jechało pyr pyr pyr,0
wtf lag,1
what a bone,0
wz go,0
i hate this map,1
suratini sikim senin enbesil oc,0
he has ammo rack,0
згоріть у пеклі тупні,1
cant win 703,0
lul,0
"gl hf all, any1 gotta a light :|7",0
T28,0
I am spotted at K7!,0
faster reload isn't always the best it seems.,0
just keep pressure dont push,0
"aidantheaidanest (Char Futur 4), you are blocking my target!",0
"thy, i needed this top gu",0
well played bisonte,0
wooooooo,0
Full hp???,0
spotting the hevy crossing,0
inskill,0
just wait,0
are you stupid,1
elc maybe hete,0
Красавець))),0
learn english bloddy hell,1
3 moe :),0
watch for there arty,0
ebr wake up idiot,1
steyr hp ???,0
some help left?,0
dement,0
:0,0
engine destroyd -.-,0
you hear me,0
stug is threating me!,1
dont act as lemmings,0
i spot here,0
you are a cock blocking kill stealing shit bag and a cock smoker,1
again,0
dont push 1-2,0
u are a fucking clicker,1
sorry dont come with you heavys but i have STOCK gun cannot penetrate the enemy heavys,0
stfu kid,1
u too &lt;3,0
sleeping?,0
van gough,0
ебанные идиоты,1
you will defo,0
333 damage and you LEOI,1
"Приветствую, пацаны заходите ко мне в клан (10 укреп), под плюшки, на складе около 300 резервов, обязаловки никакой нет! :)",0
харош))),0
gg\,0
doh yeah,0
NICE TEAM,0
arty relocate,0
KV go in town,0
dont push skoda,0
im glad that htey fixed the mm,0
were blind,0
not without ELC,0
alto lag,0
their e3 will be a problem,0
keep cool we have a sniper heavy in base,0
nice one,0
their bc 25 t ap understood this but you are too stupid to do so,1
Gw panther,0
ill stun the 4005,0
shit happens,1
good job guys),0
fuck support,1
stupid KV3,1
dont ever sell ur t54,0
60 TP is red bot,0
carro and chief vs none reward tank.. nice,0
bog mnogo voli retarde izgleda,0
"PPTT, read ffs",1
How,0
look at the map idiots,1
the Ace of spades time for gamble ^^;-),0
Can you fucktards at the back actually hit something?,1
и заживешь там,0
sry mine,0
pz reported to wg,0
WTF HOW ARE THEY NOT SPOTTED??????,1
huuuuge,0
vége 20 páncél,0
рикошет блядь,1
baza,0
with you yes,0
you guys are 6v3 down south there,0
PIERDOLNIETA GRA,1
i was help you :),0
sorry mate,0
play the game,0
13k in the Jackson... impressed,0
wtf object help the cobra,0
nooni,1
j panter,0
thx BC,0
прот,0
indi full kretin,1
go t30 :),0
gssor go you are the best,0
ghost shell,0
amx cap maybe?,0
each shot at premium wankers bounces,1
gg spot nooobs,1
danke hahaha,0
some good into evil =),0
nvr would have though VK would end around,0
running,0
all in cap and win bros,0
people,0
50TP,0
tier X medium need to grow some fucking balls,1
Bourrasque,0
moooove,0
"yeah , you hid",0
nj chaffee,0
ну я тащил как мог,0
ary in thata rea I think,0
watch out lt,0
press the fucking W,1
"t29 you are f,,,,,shit players",1
no shells,0
there are more than these two tanks,0
that rng,0
sorry i couldnt do anything,0
srg,0
stfu and pllay,1
focus,0
palan...t,0
MAUS move !!!!,0
invite for medal,0
leo baboon??,1
i need 2 kills pplss,0
he ctoü,0
sia jai,0
we can win this,0
"Ho Ri, are you being spotted?",0
report pls 279,0
they 1 shot,0
im a noob anyways,1
vipera and gsor,0
not normal,0
jo?,0
arta relocate,0
udes spot pls,0
Still crying,0
thnaks arty,0
die retard,1
wow i cant believe he dominated u all over there,0
burra spot,0
fucking BOOT,1
the problem is the spg and lit,0
is go,0
cap grille ffs,1
loss cause,0
стой,0
thsi team....,1
вже здох,0
i will push chief,0
fromage,0
i will shut up.. but that arty... what a misser,1
amasingly idiots,1
no scouting :(,0
go VK,0
:ddd,0
wait foe me,0
i would die before get there,0
empty,0
BC ty,0
u retard,1
ahahaha 1hp,0
he must think Im cheating xD,0
dumb,1
kill the ebr please,0
2 wins and 14 losses... just don‘t care anymore... sniping on this one...,0
thank you all,0
nice aimbot,0
borrasque behind,0
now 13 90,0
30,0
140 runrrr,0
idiot kpz,1
k gettem babes lol,0
omg nice hori,0
chuj wam w ryj skurwysyny cipy jebane,1
snipe,0
stay mid in bush,0
just make smart moves,0
60 cap points,0
fall back type,0
haizzz,1
"hey assholes i sptot you protect me, fuxk you",1
7 k block,0
i dont like these battles,0
tnh will push,0
keep them off cap and spot for arty,0
E50 go to A1,0
quiet im going in sneaky!,0
idiot noob shit pőlayers,1
idiot st V,1
Really...,0
your mum is bot and make you,1
what plan is this?,0
players like u are the reason its trash,1
but i sold the type 4,0
вы конченные твари,1
шкода молодец,0
"ahaha, talk shit, get hit",1
i ammo rack conqueror,0
not enough for lowe,0
your therapist will be proud of you,0
WT please!!,0
703 ur mom bot,1
sa nauc hrat ... typicky Polak,1
"wish they would stop &quot;updating""and fix this game",1
ya IS 3 is good,0
vrajealaaa,1
ı can send replay,0
i cant spot,0
tds fall back,0
spot hellcat,0
or bridge,0
Я обнаружен в K2!,0
very nice,0
i would try to hide if i was the arty,0
F6,0
yes he is flipped,0
im not,0
ahahhaha,0
im eating guys chill,0
wt push with me ?,0
nice defend mode,0
nice :),0
Leo and I are trying to stop the tanks here,0
ae is a bot,1
